Word,Socialness,Concreteness
bridegroom,4.761904761904760,4.39
bridesmaid,5.9523809523809500,4.41
briefcase,2.4,4.86
briefing,5.333333333333330,2.79
brigade,5.380952380952380,4.3
brighten,3.0869565217391300,3.41
brightness,2.88,3.43
brilliant,3.772727272727270,2.07
brimstone,1.6521739130434800,3.83
bring,2.9047619047619000,2.55
brink,2.35,2.48
brisk,2.8947368421052600,2.5
brisket,2,4.61
bro,5.2272727272727300,3.27
broadcast,5.045454545454550,3.46
broadcasting,5.090909090909090,3.52
broaden,2.6666666666666700,2.3
broccoli,1.6363636363636400,4.87
brochure,3.695652173913040,4.76
brokenhearted,5.7727272727272700,2.56
brokerage,4.2272727272727300,3.61
brood,4.555555555555560,2.96
broomstick,1.3478260869565200,4.8
brothel,5.571428571428570,4.23
brotherhood,6,2.58
brotherly,5.714285714285710,1.93
brownstone,1.4210526315789500,4.4
browse,3.347826086956520,3.07
brunt,3.363636363636360,2.21
brutal,4.473684210526320,2
brute,3.5,3.31
brutish,3.9473684210526300,2.43
bubbly,3.857142857142860,3.52
bubonic,3,2.63
buck,1.7894736842105300,4.67
buckle,2.409090909090910,4.71
buckwheat,1.681818181818180,4.54
budding,4.086956521739130,2.97
buddy,5.5,3.48
budge,2.3,2.65
budget,3.142857142857140,3.14
buffer,2.238095238095240,2.89
buffoon,3.590909090909090,3.39
buggy,1.7894736842105300,4.18
buildup,3.130434782608700,3.08
bulge,2.15,3.92
bulimic,3.45,2.96
bulk,1.4583333333333300,3.24
bulky,1.8571428571428600,3
bulldozer,2.130434782608700,4.9
bulletin,3.4545454545454500,4.72
bulletproof,2.869565217391300,3.89
bullfighter,4.190476190476190,4.7
bullfrog,1.7777777777777800,4.9
bullshit,3.590909090909090,2.96
bumblebee,2.05,4.96
bummer,3.4,1.97
bumpy,1.608695652173910,3.76
bunch,3.260869565217390,3.5
bungalow,2.409090909090910,4.63
bunkhouse,3.55,4.37
burden,3.857142857142860,2.63
bureaucracy,5.478260869565220,1.64
bureaucrat,4.454545454545450,3.86
bureaucratic,5.55,2.21
burger,2.6,4.93
burn,1.9583333333333300,4.11
burrow,2.5454545454545500,3.67
burst,2.272727272727270,3.1
bus,5.35,4.9
business,6.083333333333330,3.28
businessman,5,4.47
businesswoman,5.95,4.35
bustle,4.190476190476190,2.54
busy,4.130434782608700,2.41
busybody,4.75,2.96
buttercup,1.8095238095238100,4.71
buttermilk,1.9545454545454500,4.68
butterscotch,2,4.58
buttocks,2.047619047619050,4.83
button,1.2272727272727300,4.96
buy,4.190476190476190,3.35
buzzer,2.35,4.66
bypass,2.6956521739130400,3.5
bystander,4.416666666666670,4.17
cabinet,3.260869565217390,4.89
cable,1.9130434782608700,4.74
cactus,1.4545454545454500,5
cadaver,1.7391304347826100,4.48
cafeteria,5.3478260869565200,4.71
caffeine,3.0869565217391300,4.04
cagey,2.9,2.04
calamity,4.315789473684210,2
calculate,2.3684210526315800,2.74
calculation,2.3181818181818200,3
calculator,1.6363636363636400,4.86
caliber,1.6666666666666700,3
callback,5.086956521739130,3.27
calligraphy,2.272727272727270,4.32
calm,3.6,2.83
cameo,4.0476190476190500,3.19
camera,3.761904761904760,5
cameraman,4.545454545454550,4.63
camouflage,2.2916666666666700,4.24
camp,4.7727272727272700,4.35
campaign,5.7272727272727300,3
camping,5.714285714285710,4
campsite,4.590909090909090,4.55
can,1.5416666666666700,4.55
cancel,3.2857142857142900,2.41
cancer,3.347826086956520,3.86
candid,4.318181818181820,1.81
candidacy,4.260869565217390,2.39
candidate,4.7727272727272700,3.81
candle,1.625,4.86
candlelight,2.272727272727270,4.48
candlestick,1.375,4.93
candor,4.4,1.96
candy,2.857142857142860,4.83
cannabis,3.65,4.69
cannibal,4.88,3.82
cannibalism,4.478260869565220,3.07
cannonball,1.3478260869565200,4.8
canoe,2.761904761904760,4.86
canteen,4.791666666666670,4.88
canvass,3,4.08
capability,3.736842105263160,1.93
capable,4.608695652173910,2.21
capacity,3.32,3.1
capital,4.75,4.1
capitalist,5.291666666666670,2.89
capitalize,4.05,2.29
captain,5.636363636363640,4.19
captive,4.041666666666670,3.03
captivity,4.636363636363640,2.76
capture,4.217391304347830,3.21
car,2.9130434782608700,4.89
caramel,1.391304347826090,4.73
caravan,4.48,4.37
carcass,2,4.46
cardboard,2.130434782608700,4.9
cardiac,3.2857142857142900,2.81
cardigan,1.826086956521740,4.96
cardiology,3.7083333333333300,3.25
care,5,2.33
career,5.24,2.54
carefree,4.045454545454550,1.88
careful,4.083333333333330,1.86
careless,5.208333333333330,1.78
carelessness,4.291666666666670,1.76
caress,5.16,4.14
caretaker,5.739130434782610,4.24
carnage,3.4166666666666700,3.48
carnal,4.2,2.72
carnation,3.391304347826090,3.93
carnival,5.833333333333330,4.68
carnivorous,2.9545454545454500,2.85
carpenter,4.304347826086960,4.41
carpentry,2.857142857142860,3.48
carpet,1.5833333333333300,4.96
carpeting,2.125,4.21
carriage,3.4,4.86
carrier,3.875,4.2
carsick,2.8181818181818200,3.75
cartel,5.421052631578950,3.3
cartilage,1.5714285714285700,4.71
cartoon,3.1666666666666700,4.33
cartridge,2.0526315789473700,4.78
cascade,1.8636363636363600,3.83
cashmere,1.65,4.72
casserole,2.1818181818181800,4.87
castaway,3.3333333333333300,3.48
caste,4.1,2.67
castle,3.0434782608695700,4.96
castration,3.125,3.53
casual,4.090909090909090,2.03
casualty,3.75,2.85
catalogue,2.875,4.36
catalyst,2.238095238095240,2.85
catapult,2.130434782608700,4.43
catastrophe,4.260869565217390,2.96
catastrophic,3.695652173913040,2.76
catatonic,3.1,2.92
catchphrase,4.181818181818180,3.17
catchy,3.363636363636360,1.79
category,2.952380952380950,2.82
cater,4.5,3.07
caterer,4.083333333333330,4.37
caterpillar,1.6,4.87
catfish,3.1739130434782600,4.85
cathedral,3.9583333333333300,4.86
catholic,6.25,2.93
cattle,2.4347826086956500,4.64
catwalk,3.695652173913040,4.15
cauldron,2.130434782608700,4.61
cauliflower,2.2916666666666700,5
cause,3.636363636363640,2.43
caution,4.333333333333330,2.04
cautious,4.869565217391310,1.81
cavalier,4.6,2.63
caveman,3.5,4.3
caviar,1.9523809523809500,4.7
caving,3.363636363636360,2.38
cease,2.272727272727270,2.39
ceiling,1.4545454545454500,4.85
celebrate,6.190476190476190,2.9
celebration,6.409090909090910,3.47
celebrity,6.136363636363640,3.28
celestial,3,2.86
celibacy,4.5,2.4
celibate,3.65,2.84
cellist,3.409090909090910,4.31
cellophane,1.2777777777777800,4.54
cellular,2.5652173913043500,3.11
celluloid,2,3.74
cemetery,3.6818181818181800,4.93
censor,3.1818181818181800,3
census,5.45,3.3
centipede,1.565217391304350,4.79
central,3.4166666666666700,2.71
century,3.5217391304347800,2.83
ceramics,1.8333333333333300,4.62
cereal,1.8333333333333300,4.83
cerebral,4.333333333333330,2.22
ceremonial,5.434782608695650,2.24
ceremony,5.857142857142860,3.57
certainty,3.391304347826090,1.59
certifiable,3.9047619047619000,2.07
certificate,3.125,4.59
certified,3.5238095238095200,2.52
certify,3.347826086956520,2.55
cervical,2.260869565217390,3.59
cervix,1.85,4.62
chairman,5,4.31
chalet,3.9,4.36
chalice,2.5714285714285700,4.83
challenger,5.217391304347830,2.68
chambermaid,4.25,4.4
chameleon,2.5555555555555600,4.68
champ,5.142857142857140,3.29
champagne,4.083333333333330,4.82
championship,5.565217391304350,3.23
chance,3.3043478260869600,1.64
chancellor,5.9,4.2
chandelier,1.7727272727272700,4.79
change,3.8181818181818200,2.89
changer,3.4782608695652200,3.41
channel,3.1818181818181800,4.18
chaos,3.7916666666666700,2.79
chaotic,4.35,2.08
chaperon,4.65,4
chapter,1.8333333333333300,3.43
character,5.434782608695650,2.93
charade,4.541666666666670,1.93
charcoal,2.1818181818181800,4.85
charge,3.0454545454545500,2.96
charisma,5.6521739130434800,2.07
charismatic,6.08,1.77
charity,5.84,2.62
charm,6.142857142857140,2.76
charmer,5,2.54
charter,3.6666666666666700,3.15
chase,4.380952380952380,3.48
chaser,4.3,3.35
chastity,3.4782608695652200,2
chatter,5.904761904761910,3.33
chatterbox,6.0476190476190500,3.04
chatty,6.608695652173910,2.76
chauffeur,4.523809523809520,4.43
cheapskate,4.25,3.26
cheat,5.3,2.23
checkbook,2.5,4.97
checker,3.3181818181818200,4.04
checklist,2.1739130434782600,4.61
checkmate,4.739130434782610,3.36
checkout,3.3043478260869600,3.96
checkpoint,2.9583333333333300,3.62
checkup,4.2272727272727300,3.48
cheeky,4.636363636363640,2.03
cheer,4.904761904761910,2.77
cheerful,4.92,2.34
cheerleader,6.2,4.9
cheery,5.142857142857140,2.64
cheesecake,2.1818181818181800,4.97
cheesy,3.217391304347830,2.89
chemistry,3.5238095238095200,3.64
chemo,3.0416666666666700,3.19
chemotherapy,2.6842105263157900,4.35
cherish,5.473684210526320,1.73
chest,2.1,4.93
chestnut,1.5,4.7
chew,2.391304347826090,3.93
chewy,1.8695652173913000,3.19
chic,3.608695652173910,2.26
chickenpox,3.6666666666666700,4.56
child,5.285714285714290,4.78
childbirth,6.086956521739130,4.04
childhood,5.64,2.53
childish,4,2.52
childless,5.086956521739130,3.07
chill,3.3333333333333300,2.89
chilling,3.6666666666666700,2.74
chimpanzee,1.7391304347826100,4.96
chinchilla,1.7647058823529400,4.72
chipmunk,2.1818181818181800,4.97
chipper,3.909090909090910,3.22
chiropractor,4.863636363636360,4.86
chirp,2.4545454545454500,4
chitchat,6.2272727272727300,3.11
chivalry,5.857142857142860,1.88
chloride,1.375,3.74
chloroform,1.5714285714285700,3.78
cholera,2.9545454545454500,3.26
cholesterol,2.0416666666666700,3.4
choose,3.260869565217390,2.62
choosy,4.55,1.6
choppers,2.1,3.93
chord,2.5416666666666700,4.29
choreographer,5.238095238095240,4.23
choreography,4.681818181818180,3.22
chorus,5.590909090909090,4.03
christmas,5.96,3.41
chrome,2.5454545454545500,4.5
chromosome,2.15,4.11
chronic,2.727272727272730,2.17
chronicle,3.909090909090910,2.96
chuck,2.380952380952380,3.82
chug,3.263157894736840,3.68
chum,4.809523809523810,3.81
chump,3.1052631578947400,3.19
cigarette,3.45,4.88
cinematic,3.5416666666666700,2.92
cinematography,3.6666666666666700,3.52
circuit,2.590909090909090,3.83
circuitry,2,3.85
circulate,3.5652173913043500,2.88
circulation,2.4285714285714300,3.03
circulatory,2.9545454545454500,3.43
circumcision,3.739130434782610,4.13
circumference,2.526315789473680,3.96
circumstance,2.952380952380950,1.77
circumvent,3.5,2.25
cite,3.6818181818181800,3.07
citizen,6.434782608695650,4.43
citizenship,5.9,2.96
city,6.173913043478260,4.79
citywide,5.15,2.82
civic,5.666666666666670,2.45
civics,4.9523809523809500,2.21
civility,5.818181818181820,1.62
civilization,6.541666666666670,3.32
civilized,6.1,1.93
claim,4.043478260869570,2.96
clamp,1.8636363636363600,4.53
clan,5.636363636363640,3.46
clarify,4,2.07
clarinet,2.4,4.92
clarity,3.238095238095240,2
clash,4.9,2.63
clasp,2.608695652173910,4.41
class,5.857142857142860,3.85
classical,4.043478260869570,2.18
classification,3.047619047619050,2.52
classify,2.8,2.41
classmate,5.869565217391310,4.32
classroom,6.181818181818180,4.76
classy,4.391304347826090,2.12
clatter,2.35,3.19
clause,2.0434782608695700,2.73
claustrophobia,3.727272727272730,2.52
claustrophobic,3.8095238095238100,2
clean,3.1,3.07
cleanliness,3.363636363636360,2.63
cleanse,2.75,3.31
cleansing,3.1904761904761900,2.75
cleanup,2.217391304347830,3.04
clearance,3.4782608695652200,2.19
cleavage,3.590909090909090,4.64
clench,2.1578947368421100,4.25
clergy,4.578947368421050,4.03
cleric,5.2631578947368400,4.39
clerical,4.7272727272727300,2.93
clever,4.708333333333330,1.79
cleverness,4.391304347826090,2.07
clientele,6.333333333333330,3.31
climate,3.772727272727270,3.5
climax,3.7,2.86
climb,2.772727272727270,4.11
clinch,3.772727272727270,2.92
clingy,5.25,2.45
clinic,5.157894736842110,4.24
clinical,4.454545454545450,2.52
clink,2.45,3.2
clip,2.2083333333333300,4.37
clipboard,1.75,4.93
clipper,1.9130434782608700,4.3
clipping,2.1,4
clique,6.095238095238100,2.68
clitoris,3.409090909090910,4.93
cloak,2.125,4.71
cloaking,3.047619047619050,3.28
cloakroom,3.2916666666666700,4.48
clobber,2.5,3.55
clockwork,1.8695652173913000,3.36
clog,2.15,3.47
clone,3.952380952380950,4.34
cloning,4.434782608695650,2.69
close,3.863636363636360,3.2
closeness,4.956521739130440,2.39
closure,3.0952380952381000,1.78
clothe,3.9545454545454500,3.5
clothes,3.75,4.76
clothesline,2.217391304347830,4.86
clothing,3.2083333333333300,4.43
cloudy,1.6363636363636400,4
clover,2.05,4.69
clubhouse,6,4.61
clue,2.857142857142860,2.93
clueless,3.3,1.97
clumsy,3.230769230769230,2.77
clunk,1.619047619047620,3.26
coachman,4.285714285714290,4.12
coalition,5.5,2.75
coarse,2.3181818181818200,3.25
coaster,2.4444444444444400,4.68
coastline,2.090909090909090,4.54
coax,4.043478260869570,2.7
cocaine,3.4,4.52
cockeyed,2.7142857142857100,3.76
cockroach,1.4583333333333300,4.96
cocksucker,4.857142857142860,2.62
cocktail,3.130434782608700,4.4
cocky,5.1,2.31
coconut,1.5416666666666700,4.79
code,2.1739130434782600,3
coding,2.9130434782608700,3.03
coed,4.2272727272727300,3.08
coerce,4.3,2.04
coercion,5.45,1.71
coexist,5.3478260869565200,2.25
coffeepot,2.272727272727270,4.64
coffin,3.5714285714285700,4.86
cognitive,4,1.63
coherent,3.5454545454545500,2
coil,1.7,4.56
coincide,3.5238095238095200,2.26
coincidental,2.869565217391300,1.7
coke,2.652173913043480,4.83
coleslaw,2.0454545454545500,4.67
coliseum,4.571428571428570,4.93
collaboration,6.444444444444450,2.59
collaborator,6.083333333333330,3.46
collage,3.608695652173910,4.6
collagen,1.3333333333333300,3.67
collapse,2.875,3.67
collarbone,1.681818181818180,4.85
colleague,6.3478260869565200,3.79
collect,3.65,3.34
collection,3.4347826086956500,4.04
collective,5.7727272727272700,2.52
collector,3.8260869565217400,4.1
college,6,4.62
collegiate,5.173913043478260,3.32
collision,3.2,3.61
colon,1.5238095238095200,4.66
colonial,5.083333333333330,2.75
colony,6.083333333333330,3.77
coloring,2.590909090909090,3.59
colossal,2.739130434782610,2.69
column,1.7894736842105300,4.48
columnist,4.791666666666670,4.14
comb,1.8095238095238100,5
combative,4.4,2.28
combination,2.8181818181818200,2.86
combine,3.727272727272730,3.41
combo,2.6956521739130400,3.37
combustion,2.5454545454545500,3.86
come,3.347826086956520,2.72
comeback,3.652173913043480,2.23
comedy,5.666666666666670,3.1
comfort,4.523809523809520,2.89
comforter,3.8947368421052600,4.7
comforting,5.318181818181820,2.41
comfy,2.772727272727270,3.08
comical,4.782608695652170,2.97
commandant,4.739130434782610,3.77
commandeer,5.55,3.7
commander,5.636363636363640,4.31
commandment,5,2.53
commando,4.285714285714290,3.9
commemorate,5.545454545454550,2.2
commence,3.375,2.83
commend,4.7272727272727300,2.14
commendable,4.476190476190480,2.21
commendation,4.5,2.44
comment,5.428571428571430,3.29
commentary,5.181818181818180,2.96
commentator,4.7272727272727300,4.15
commerce,5.857142857142860,2.76
commercial,4.375,3.24
commissary,4.25,3.58
commission,4.5,3.04
commit,4.083333333333330,2.17
committee,6,4.14
commodity,3,2.91
commodore,3.5714285714285700,3.88
commotion,4.916666666666670,2.71
communal,6.2,2.67
commune,5.541666666666670,2.89
communicate,6.476190476190480,3.43
communication,6,2.9
communicator,6.086956521739130,3.21
communion,5.2272727272727300,3.39
communism,6.478260869565220,1.86
communist,5.8,3.5
community,6.458333333333330,3.52
commuter,4.391304347826090,3.03
compact,1.826086956521740,3.04
companion,5.909090909090910,3.75
company,5.375,4.11
comparable,4,2.31
comparative,3.3043478260869600,1.74
compare,3.75,2.52
comparison,4.043478260869570,2
compartment,2.5833333333333300,3.57
compass,2.761904761904760,4.66
compatible,4.666666666666670,2.31
compel,4.95,1.83
compensate,3.636363636363640,2.65
compensation,4.565217391304350,3.25
compete,5.428571428571430,2.57
competent,4.809523809523810,1.93
competition,6.086956521739130,3.86
competitor,5.619047619047620,3.23
compile,2.869565217391300,2.64
complacent,4.2631578947368400,2.17
complain,5.285714285714290,2.6
complaint,5.181818181818180,2.69
complement,3.863636363636360,2
complete,4.095238095238100,2.7
completion,3.363636363636360,2.33
complex,3.0454545454545500,1.96
complexion,2.8421052631578900,3.36
complexity,2.7083333333333300,1.87
compliance,4.545454545454550,1.96
complicate,3.227272727272730,1.65
complication,3.5652173913043500,1.86
compliment,5.571428571428570,2.82
comply,4.8,2.19
component,2.142857142857140,3.04
compose,3.5217391304347800,2.83
composer,4.391304347826090,4.37
composite,2.409090909090910,3.29
composition,2.8333333333333300,3.1
compound,2.65,3.03
comprehend,4.7,1.86
comprehension,4.7368421052631600,1.78
compress,2.1818181818181800,3.97
compressed,1.6842105263157900,2.89
compression,2.4166666666666700,3.07
compressor,2.1818181818181800,4.39
compromise,5.708333333333330,1.8
compulsory,3,1.96
compute,3.217391304347830,2.39
computerized,2.1818181818181800,3.08
computing,2.9166666666666700,3.25
conceal,3.75,3.19
concealment,3.652173913043480,2.52
concede,3.857142857142860,1.96
conceit,4,2.1
conceited,4.238095238095240,1.62
conceive,5.130434782608700,2.04
concentration,3.6666666666666700,2.1
concept,3.391304347826090,1.41
concern,5.090909090909090,1.7
concerto,4.25,3.75
concession,4.095238095238100,2.71
concise,3.7142857142857100,1.88
conclude,2.6818181818181800,1.78
conclusion,3.2857142857142900,2.11
conclusive,2.4545454545454500,1.52
concoction,2.857142857142860,3.5
concourse,4.105263157894740,3.96
concubine,4.523809523809520,3.36
concur,4.454545454545450,2.08
concussion,3.5789473684210500,3.19
condemn,4.9523809523809500,1.96
condemnation,4.913043478260870,2.04
condensed,2.0416666666666700,2.93
condition,3.7142857142857100,2.15
conditioner,2.590909090909090,4.21
condone,4.761904761904760,1.79
conducive,2.952380952380950,2.61
conduct,4.380952380952380,2.08
conductor,4.571428571428570,4.26
conduit,3.588235294117650,3.58
confederacy,5.470588235294120,2.79
confederate,4.25,3.27
confer,4.761904761904760,2.35
conference,5.956521739130440,3.86
confess,5.5,2.57
confessional,4.695652173913040,2.77
confetti,2.5454545454545500,4.93
confidant,5.65,3.03
confide,5.2,1.81
confident,5.416666666666670,2.62
confidential,4.095238095238100,2.08
configuration,2.7916666666666700,2.54
confine,2.8260869565217400,3.07
confinement,3.9130434782608700,3.61
confirm,4,2.15
confiscate,4.086956521739130,3.13
